url,httpStatus,redirectCount,robotsTxtAllowed,metaRobots,xRobotsTag,indexable,canonical,selfCanonical,sitemapIncluded,sitemapLastmod,incomingInternalLinks,orphan,galleryHubToDetail,releaseToGallery,galleryToRelease,title,description,h1Count,jsonLdTypes,initialHtmlTextCharacters,thinContentRisk,titleSimilarity,descriptionSimilarity,bodySimilarity,releaseGallerySimilarity,googlebotStatus,googlebotMatchesNormal,technicalErrors
https://www.suzukaofficial.com/gallery/ai-demo-wakaranai/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/ai-demo-wakaranai/,True,True,,3,False,True,True,True,AIでもわからない MVギャラリー｜SUZUKA,榎本魅愛「AIでもわからない」の公式MV、ジャケット、サムネイル、制作メモを紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",896,True,0.691,0.475,0.191,Medium,200,True,[]
https://www.suzukaofficial.com/gallery/anata-dake-no-savior/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/anata-dake-no-savior/,True,True,,6,False,True,True,True,あなただけのSAVIOR MVギャラリー｜SUZUKA,ASTERIA「あなただけのSAVIOR」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",980,False,0.551,0.205,0.193,Medium,200,True,[]
https://www.suzukaofficial.com/gallery/ashita-wa-kitto/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/ashita-wa-kitto/,True,True,,5,False,True,True,True,明日は、きっと。 MVギャラリー｜SUZUKA,榎本魅愛「明日は、きっと。」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",932,False,0.517,0.101,0.264,Medium,200,True,[]
https://www.suzukaofficial.com/gallery/boukyaku-no-ikimono/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/boukyaku-no-ikimono/,True,True,,3,False,True,True,True,忘却の生き物 MVギャラリー｜SUZUKA,神代 煌牙「忘却の生き物」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",941,False,0.536,0.278,0.215,Medium,200,True,[]
https://www.suzukaofficial.com/gallery/chimpanzee-no-rakuen/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/chimpanzee-no-rakuen/,True,True,,5,False,True,True,True,チンパンジーの楽園 MVギャラリー｜SUZUKA,NOX「チンパンジーの楽園」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",963,False,0.542,0.124,0.283,Medium,200,True,[]
https://www.suzukaofficial.com/gallery/echoes-of-you/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/echoes-of-you/,True,True,,4,False,True,True,True,Echoes of You MVギャラリー｜SUZUKA,神代 煌牙「Echoes of You」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",974,False,0.778,0.137,0.203,High,200,True,[]
https://www.suzukaofficial.com/gallery/hajimemashite-kiseki/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/hajimemashite-kiseki/,True,True,,5,False,True,True,True,はじめまして、奇跡 MVギャラリー｜SUZUKA,榎本魅愛「はじめまして、奇跡」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",946,False,0.533,0.114,0.26,Medium,200,True,[]
https://www.suzukaofficial.com/gallery/hanakotoba/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/hanakotoba/,True,True,,7,False,True,True,True,花言葉 MVギャラリー｜SUZUKA,榎本魅愛「花言葉」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",1010,False,0.417,0.137,0.266,Low,200,True,[]
https://www.suzukaofficial.com/gallery/heal-you-again/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/heal-you-again/,True,True,,4,False,True,True,True,Heal You Again MVギャラリー｜SUZUKA,RE:VIVE「Heal You Again」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",983,False,0.759,0.2,0.196,High,200,True,[]
https://www.suzukaofficial.com/gallery/hyakumankoku/,200,0,True,"index, follow",,True,https://www.suzukaofficial.com/gallery/hyakumankoku/,True,True,,5,False,True,True,True,百万告 MVギャラリー｜SUZUKA,榎本魅愛「百万告」の公式MV、ジャケット、サムネイル、制作メモを紹介します。 SUZUKAの架空のAIアーティスト作品を紹介します。,1,"['BreadcrumbList', 'VideoObject', 'WebPage']",899,True,0.591,0.34,0.18,Medium,200,True,[]
